timestamp,open,high,low,close,volume,symbol,interval,log_return,state,prob_bear,prob_bull,sma_fast,sma_slow,position,strategy_ret,equity
2026-01-24 02:15:00+00:00,89586.0,89627.0,89561.0,89574.0,19.74356,BTC,15m,0.0,1,3.873322652756503e-57,1.0,,,0.0,0.0,10000.0
2026-01-24 02:30:00+00:00,89574.0,89642.0,89562.0,89641.0,17.89299,BTC,15m,0.0007477053050406128,1,0.0013167819517908464,0.9986832180482093,,,0.0,0.0,10000.0
2026-01-24 02:45:00+00:00,89642.0,89668.0,89617.0,89658.0,24.74544,BTC,15m,0.00018962738276224369,1,0.0018312231543284078,0.9981687768456715,,,0.0,0.0,10000.0
2026-01-24 03:00:00+00:00,89659.0,89827.0,89624.0,89827.0,88.02664,BTC,15m,0.0018831662806800544,1,0.0025324042634088644,0.9974675957365912,,,0.0,0.0,10000.0
2026-01-24 03:15:00+00:00,89827.0,89883.0,89748.0,89883.0,75.39658,BTC,15m,0.0006232263292257758,1,0.0021602008974449193,0.9978397991025552,,,0.0,0.0,10000.0
2026-01-24 03:30:00+00:00,89883.0,89883.0,89751.0,89779.0,65.2771,BTC,15m,-0.0011577296436225493,1,0.0022214441521476126,0.9977785558478525,,,0.0,-0.0,10000.0
2026-01-24 03:45:00+00:00,89779.0,89784.0,89700.0,89719.0,14.41947,BTC,15m,-0.0006685311505940658,1,0.00202725957538193,0.997972740424618,,,0.0,-0.0,10000.0
2026-01-24 04:00:00+00:00,89719.0,89781.0,89718.0,89764.0,17.39632,BTC,15m,0.0005014402583299091,1,0.0019379431233858002,0.9980620568766141,,,0.0,0.0,10000.0
2026-01-24 04:15:00+00:00,89764.0,89764.0,89669.0,89672.0,51.49657,BTC,15m,-0.0010254353425359075,1,0.0020500739337871816,0.9979499260662128,,,0.0,-0.0,10000.0
2026-01-24 04:30:00+00:00,89672.0,89722.0,89671.0,89710.0,10.56132,BTC,15m,0.00042367685239786963,1,0.001894194998149781,0.9981058050018502,,,0.0,0.0,10000.0
2026-01-24 04:45:00+00:00,89710.0,89812.0,89698.0,89791.0,38.68909,BTC,15m,0.0009025019971805277,1,0.0019144608689143534,0.9980855391310856,,,0.0,0.0,10000.0
2026-01-24 05:00:00+00:00,89791.0,89808.0,89736.0,89784.0,20.33074,BTC,15m,-7.796185441785488e-05,1,0.001799780525040263,0.9982002194749597,,,0.0,-0.0,10000.0
2026-01-24 05:15:00+00:00,89784.0,89804.0,89779.0,89779.0,8.82172,BTC,15m,-5.5690760360312755e-05,1,0.0017832389187413219,0.9982167610812587,,,0.0,-0.0,10000.0
2026-01-24 05:30:00+00:00,89779.0,89780.0,89701.0,89723.0,14.1233,BTC,15m,-0.0006239484999252401,1,0.0018432278798602524,0.9981567721201396,,,0.0,-0.0,10000.0
2026-01-24 05:45:00+00:00,89723.0,89741.0,89705.0,89729.0,11.09677,BTC,15m,6.687024945092602e-05,1,0.0017931018597460888,0.9982068981402539,,,0.0,0.0,10000.0
2026-01-24 06:00:00+00:00,89729.0,89751.0,89667.0,89702.0,181.65065,BTC,15m,-0.00030095134289818466,1,0.0018437075791051302,0.9981562924208949,,,0.0,-0.0,10000.0
2026-01-24 06:15:00+00:00,89702.0,89702.0,89604.0,89612.0,75.14934,BTC,15m,-0.0010038257755389818,1,0.0019892700024804135,0.9980107299975195,,,0.0,-0.0,10000.0
2026-01-24 06:30:00+00:00,89613.0,89631.0,89598.0,89625.0,26.16089,BTC,15m,0.00014505933510148837,1,0.001819804783479848,0.9981801952165201,,,0.0,0.0,10000.0
2026-01-24 06:45:00+00:00,89626.0,89629.0,89600.0,89601.0,10.80481,BTC,15m,-0.000267818286894268,1,0.0017888535754660196,0.9982111464245339,,,0.0,-0.0,10000.0
2026-01-24 07:00:00+00:00,89601.0,89608.0,89583.0,89608.0,15.75907,BTC,15m,7.812107654818612e-05,1,0.001785002195532315,0.9982149978044678,,,0.0,0.0,10000.0
2026-01-24 07:15:00+00:00,89608.0,89608.0,89527.0,89552.0,26.18449,BTC,15m,-0.0006251395604345757,1,0.0018698448386596062,0.9981301551613404,,,0.0,-0.0,10000.0
2026-01-24 07:30:00+00:00,89553.0,89625.0,89552.0,89622.0,43.06047,BTC,15m,0.0007813634072065584,1,0.0018810827813556163,0.9981189172186444,,,0.0,0.0,10000.0
2026-01-24 07:45:00+00:00,89622.0,89652.0,89569.0,89584.0,18.08666,BTC,15m,-0.0004240929496729461,1,0.001822491827379367,0.9981775081726205,,,0.0,-0.0,10000.0
2026-01-24 08:00:00+00:00,89584.0,89585.0,89541.0,89577.0,43.89767,BTC,15m,-7.814200639154608e-05,1,0.0017642800233846412,0.9982357199766154,,,0.0,-0.0,10000.0
